da_ente;da_tipo;da_valor
81833460;CUSTOMER_OFFICE;174
81833460;MANAGER_ASSISTANT;34
81833460;PUBLIC_FIGURE;N
80395612;TIER_CADD;
80395612;DEPOSITOS_MENSUALES;
80395612;RETIROS_MENSUALES;
81114013;TIER_CADD;
81833460;RISK_TYPE;PN1
81951047;CUSTOMER_OFFICE;178
81951047;DEPOSITOS_MENSUALES;
81951047;EJECUTIVO_VENTA;15
81951047;HIGH_RISK_SCORE;BJ
81951047;KYC_CUSTOMER;S
81951047;LOGIN COBIS;
81951047;MANAGER_ASSISTANT;30
81951047;PUBLIC_FIGURE;N
81951047;RETIROS_MENSUALES;
81951047;RISK_TYPE;PN1
81951047;TIER_CADD;
81951047;WATCH_LIST_CODE;
78565535;CUSTOMER_OFFICE;192
78565535;MANAGER_ASSISTANT;21
78565535;PUBLIC_FIGURE;N
78565535;RISK_TYPE;PN1
79010782;CUSTOMER_OFFICE;172
79010782;MANAGER_ASSISTANT;35
79010782;PUBLIC_FIGURE;N
79010782;RISK_TYPE;PN1
78831430;CUSTOMER_OFFICE;178
78831430;MANAGER_ASSISTANT;30
78831430;PUBLIC_FIGURE;N
78831430;RISK_TYPE;PN1
80250827;CUSTOMER_OFFICE;174
80250827;EJECUTIVO_VENTA;18
80250827;HIGH_RISK_SCORE;BJ
80250827;KYC_CUSTOMER;S
80250827;MANAGER_ASSISTANT;34
80250827;PUBLIC_FIGURE;N
80250827;RISK_TYPE;PN1
81327190;CUSTOMER_OFFICE;178
81327190;HIGH_RISK_SCORE;BJ
81327190;KYC_CUSTOMER;S
81327190;MANAGER_ASSISTANT;30
81327190;PUBLIC_FIGURE;N
81327190;RISK_TYPE;PN1
82561250;CUSTOMER_OFFICE;178
82561250;DEPOSITOS_MENSUALES;
82561250;EJECUTIVO_VENTA;15
82561250;HIGH_RISK_SCORE;BJ
82561250;KYC_CUSTOMER;S
82561250;LOGIN COBIS;
82561250;MANAGER_ASSISTANT;30
82561250;PUBLIC_FIGURE;N
82561250;RETIROS_MENSUALES;
82561250;RISK_TYPE;PN1
82561250;TIER_CADD;
82561250;WATCH_LIST_CODE;
81488193;CUSTOMER_OFFICE;178
81488193;HIGH_RISK_SCORE;BJ
81488193;KYC_CUSTOMER;S
81488193;MANAGER_ASSISTANT;30
81488193;PUBLIC_FIGURE;N
81488193;RISK_TYPE;PN3
82286004;CUSTOMER_OFFICE;178
80395612;LOGIN COBIS;
80395612;RIESGO_COLABORADOR;
80395612;RESP_AGENTE_EXTR;N
82286004;MANAGER_ASSISTANT;30
82286004;PUBLIC_FIGURE;N
82286004;RISK_TYPE;PN1
80941218;CUSTOMER_OFFICE;174
80941218;MANAGER_ASSISTANT;34
80941218;PUBLIC_FIGURE;N
80941218;RISK_TYPE;PN1
81329737;CUSTOMER_OFFICE;174
81329737;MANAGER_ASSISTANT;34
81329737;PUBLIC_FIGURE;N
81329737;RISK_TYPE;PN3
78660074;CUSTOMER_OFFICE;172
78660074;MANAGER_ASSISTANT;35
78660074;PUBLIC_FIGURE;N
78660074;RISK_TYPE;PN1
78666137;CUSTOMER_OFFICE;174
78666137;MANAGER_ASSISTANT;34
78666137;PUBLIC_FIGURE;N
78666137;RISK_TYPE;PN1
78721367;CUSTOMER_OFFICE;174
78721367;MANAGER_ASSISTANT;34
78721367;PUBLIC_FIGURE;N
78721367;RISK_TYPE;PN1
80494203;CUSTOMER_OFFICE;182
80494203;EJECUTIVO_VENTA;44
80494203;HIGH_RISK_SCORE;BJ
80494203;MANAGER_ASSISTANT;29
80494203;PUBLIC_FIGURE;N
80494203;RISK_TYPE;PN1
80779291;CUSTOMER_OFFICE;174
80779291;EJECUTIVO_VENTA;18
80779291;HIGH_RISK_SCORE;BJ
80779291;KYC_CUSTOMER;S
80779291;MANAGER_ASSISTANT;34
80779291;PUBLIC_FIGURE;N
80779291;RISK_TYPE;PN1
80945582;CUSTOMER_OFFICE;174
80945582;MANAGER_ASSISTANT;34
80945582;PUBLIC_FIGURE;N
80945582;RISK_TYPE;PN1
81157618;CUSTOMER_OFFICE;174
81157618;EJECUTIVO_VENTA;18
81157618;HIGH_RISK_SCORE;BJ
81157618;MANAGER_ASSISTANT;34
81157618;PUBLIC_FIGURE;N
81157618;RISK_TYPE;PN1
78605359;CUSTOMER_OFFICE;174
78605359;HIGH_RISK_SCORE;BJ
78605359;MANAGER_ASSISTANT;34
78605359;PUBLIC_FIGURE;N
78605359;RISK_TYPE;PN1
79225959;CUSTOMER_OFFICE;178
79225959;MANAGER_ASSISTANT;30
79225959;PUBLIC_FIGURE;N
79225959;RISK_TYPE;PN1
82398600;CUSTOMER_OFFICE;174
81114013;WATCH_LIST_CODE;
81114013;DEPOSITOS_MENSUALES;
81114013;RETIROS_MENSUALES;
82398600;DEPOSITOS_MENSUALES;
82398600;EJECUTIVO_VENTA;305
82398600;HIGH_RISK_SCORE;BJ
82398600;KYC_CUSTOMER;S
82398600;LOGIN COBIS;
82398600;MANAGER_ASSISTANT;34
82398600;PUBLIC_FIGURE;N
82398600;RETIROS_MENSUALES;
82398600;RISK_TYPE;PN3
82398600;TIER_CADD;
82398600;WATCH_LIST_CODE;
79409634;CUSTOMER_OFFICE;178
79409634;DEPOSITOS_MENSUALES;
79409634;EJECUTIVO_VENTA;15
79409634;HIGH_RISK_SCORE;BJ
79409634;KYC_CUSTOMER;S
79409634;LOGIN COBIS;
79409634;MANAGER_ASSISTANT;30
79409634;PUBLIC_FIGURE;N
79409634;RETIROS_MENSUALES;
79409634;RISK_TYPE;PN1
79409634;TIER_CADD;
79409634;WATCH_LIST_CODE;
81003564;CUSTOMER_OFFICE;178
81003564;EJECUTIVO_VENTA;57
81003564;HIGH_RISK_SCORE;BJ
81003564;MANAGER_ASSISTANT;30
81003564;PUBLIC_FIGURE;N
81003564;RISK_TYPE;PN1
81047286;CUSTOMER_OFFICE;174
81047286;MANAGER_ASSISTANT;34
81047286;PUBLIC_FIGURE;N
81047286;RISK_TYPE;PN1
81047260;CUSTOMER_OFFICE;0
81047260;DEPOSITOS_MENSUALES;
81047260;EJECUTIVO_VENTA;0
81047260;HIGH_RISK_SCORE;BJ
81047260;KYC_CUSTOMER;S
81047260;LOGIN COBIS;
81047260;MANAGER_ASSISTANT;34
81047260;PUBLIC_FIGURE;N
81047260;RETIROS_MENSUALES;
81047260;RISK_TYPE;PN2
81047260;TIER_CADD;
81047260;WATCH_LIST_CODE;
81031363;CUSTOMER_OFFICE;174
81031363;HIGH_RISK_SCORE;BJ
81031363;MANAGER_ASSISTANT;34
81031363;PUBLIC_FIGURE;N
81031363;RISK_TYPE;PN1
81218366;CUSTOMER_OFFICE;180
81218366;DEPOSITOS_MENSUALES;
81218366;EJECUTIVO_VENTA;63
81218366;HIGH_RISK_SCORE;BJ
81218366;KYC_CUSTOMER;S
81218366;MANAGER_ASSISTANT;37
81218366;PUBLIC_FIGURE;N
81157618;TIER_CADD;
81114013;LOGIN COBIS;
81114013;RIESGO_COLABORADOR;
81114013;APODERADO_SI_NO;N
81218366;RETIROS_MENSUALES;
81218366;RISK_TYPE;PN3
81218366;TIER_CADD;
81218366;WATCH_LIST_CODE;
81652279;CUSTOMER_OFFICE;174
81652279;MANAGER_ASSISTANT;34
81652279;PUBLIC_FIGURE;N
81652279;RISK_TYPE;PN1
82560602;CUSTOMER_OFFICE;174
82560602;HIGH_RISK_SCORE;BJ
82560602;MANAGER_ASSISTANT;34
82560602;PUBLIC_FIGURE;N
82560602;RISK_TYPE;PN1
79164534;CUSTOMER_OFFICE;172
79164534;EJECUTIVO_VENTA;156
79164534;HIGH_RISK_SCORE;BJ
79164534;KYC_CUSTOMER;S
79164534;MANAGER_ASSISTANT;33
79164534;PUBLIC_FIGURE;N
79164534;RISK_TYPE;PN1
78849916;CUSTOMER_OFFICE;180
78849916;MANAGER_ASSISTANT;37
78849916;PUBLIC_FIGURE;N
78849916;RISK_TYPE;PN1
79710245;CUSTOMER_OFFICE;182
79710245;EJECUTIVO_VENTA;44
79710245;HIGH_RISK_SCORE;BJ
79710245;KYC_CUSTOMER;S
79710245;MANAGER_ASSISTANT;29
79710245;PUBLIC_FIGURE;N
79710245;RISK_TYPE;PN3
80179278;CUSTOMER_OFFICE;172
80179278;EJECUTIVO_VENTA;56
80179278;HIGH_RISK_SCORE;BJ
80179278;KYC_CUSTOMER;S
80179278;MANAGER_ASSISTANT;35
80179278;PUBLIC_FIGURE;N
80179278;RISK_TYPE;PN3
80450583;CUSTOMER_OFFICE;182
80450583;MANAGER_ASSISTANT;29
80450583;PUBLIC_FIGURE;N
80450583;RISK_TYPE;PN1
81272352;CUSTOMER_OFFICE;192
81272352;MANAGER_ASSISTANT;21
81272352;PUBLIC_FIGURE;N
81272352;RISK_TYPE;PN1
81221251;CUSTOMER_OFFICE;186
81221251;EJECUTIVO_VENTA;0
81221251;HIGH_RISK_SCORE;BJ
81221251;KYC_CUSTOMER;S
81221251;MANAGER_ASSISTANT;33
81221251;PUBLIC_FIGURE;N
81221251;RISK_TYPE;PN3
81227527;CUSTOMER_OFFICE;182
81227527;MANAGER_ASSISTANT;29
81227527;PUBLIC_FIGURE;N
79389242;TIER_CADD;
81114013;RESP_AGENTE_EXTR;N
82716890;RESP_AGENTE_EXTR;N
81227527;RISK_TYPE;PN1
81942781;CUSTOMER_OFFICE;238
81942781;EJECUTIVO_VENTA;19
81942781;HIGH_RISK_SCORE;BJ
81942781;KYC_CUSTOMER;S
81942781;MANAGER_ASSISTANT;32
81942781;PUBLIC_FIGURE;N
81942781;RISK_TYPE;PN1
82120033;CUSTOMER_OFFICE;172
82120033;EJECUTIVO_VENTA;56
82120033;HIGH_RISK_SCORE;BJ
82120033;MANAGER_ASSISTANT;35
82120033;PUBLIC_FIGURE;N
82120033;RISK_TYPE;PN1
78549637;CUSTOMER_OFFICE;174
78549637;EJECUTIVO_VENTA;18
78549637;HIGH_RISK_SCORE;BJ
78549637;MANAGER_ASSISTANT;34
78549637;PUBLIC_FIGURE;N
78549637;RISK_TYPE;PN1
78590831;CUSTOMER_OFFICE;174
78590831;MANAGER_ASSISTANT;34
78590831;PUBLIC_FIGURE;N
78590831;RISK_TYPE;PN1
78832312;CUSTOMER_OFFICE;174
78832312;MANAGER_ASSISTANT;34
78832312;PUBLIC_FIGURE;N
78832312;RISK_TYPE;PN1
78851732;CUSTOMER_OFFICE;238
78851732;MANAGER_ASSISTANT;32
78851732;PUBLIC_FIGURE;N
78851732;RISK_TYPE;PN1
78877774;CUSTOMER_OFFICE;178
78877774;EJECUTIVO_VENTA;15
78877774;HIGH_RISK_SCORE;BJ
78877774;KYC_CUSTOMER;S
78877774;MANAGER_ASSISTANT;30
78877774;PUBLIC_FIGURE;N
78877774;RISK_TYPE;PN1
79389242;CUSTOMER_OFFICE;174
79389242;HIGH_RISK_SCORE;AL
79389242;MANAGER_ASSISTANT;34
79389242;PUBLIC_FIGURE;S
79389242;RISK_TYPE;PN1
79397652;CUSTOMER_OFFICE;238
79397652;MANAGER_ASSISTANT;32
79397652;PUBLIC_FIGURE;N
79397652;RISK_TYPE;PN3
79490547;CUSTOMER_OFFICE;174
79490547;HIGH_RISK_SCORE;BJ
79490547;KYC_CUSTOMER;S
79490547;MANAGER_ASSISTANT;34
79490547;PUBLIC_FIGURE;N
79490547;RISK_TYPE;PN3
79610461;CUSTOMER_OFFICE;174
79610461;EJECUTIVO_VENTA;47
79610461;HIGH_RISK_SCORE;BJ
79610461;MANAGER_ASSISTANT;34
79610461;PUBLIC_FIGURE;N
79610461;RISK_TYPE;PN3
80395604;CUSTOMER_OFFICE;174
80395604;DEPOSITOS_MENSUALES;
80395604;EJECUTIVO_VENTA;18
80395604;HIGH_RISK_SCORE;BJ
80395604;KYC_CUSTOMER;S
80395604;LOGIN COBIS;
80395604;MANAGER_ASSISTANT;34
80395604;PUBLIC_FIGURE;N
80395604;RETIROS_MENSUALES;
80395604;RISK_TYPE;PN1
80395604;TIER_CADD;
80395604;WATCH_LIST_CODE;
80395612;CUSTOMER_OFFICE;174
80395612;EJECUTIVO_VENTA;18
80395612;HIGH_RISK_SCORE;BJ
80395612;KYC_CUSTOMER;S
80395612;MANAGER_ASSISTANT;34
80395612;PUBLIC_FIGURE;N
80395612;RISK_TYPE;PN3
80615434;CUSTOMER_OFFICE;238
80615434;MANAGER_ASSISTANT;32
80615434;PUBLIC_FIGURE;N
80615434;RISK_TYPE;PN1
81052301;CUSTOMER_OFFICE;238
81052301;MANAGER_ASSISTANT;32
81052301;PUBLIC_FIGURE;N
81052301;RISK_TYPE;PN1
81152179;CUSTOMER_OFFICE;192
81152179;MANAGER_ASSISTANT;21
81152179;PUBLIC_FIGURE;N
81152179;RISK_TYPE;PN1
81171882;CUSTOMER_OFFICE;186
81171882;DEPOSITOS_MENSUALES;
81171882;EJECUTIVO_VENTA;17
81171882;HIGH_RISK_SCORE;BJ
81171882;KYC_CUSTOMER;S
81171882;LOGIN COBIS;
81171882;MANAGER_ASSISTANT;33
81171882;PUBLIC_FIGURE;N
81171882;RETIROS_MENSUALES;
81171882;RISK_TYPE;PN1
81171882;TIER_CADD;
81171882;WATCH_LIST_CODE;
81114013;CUSTOMER_OFFICE;192
81114013;EJECUTIVO_VENTA;53
81114013;HIGH_RISK_SCORE;BJ
81114013;KYC_CUSTOMER;S
81114013;MANAGER_ASSISTANT;21
81114013;PUBLIC_FIGURE;N
81114013;RISK_TYPE;PN3
81199426;CUSTOMER_OFFICE;174
81199426;DEPOSITOS_MENSUALES;
81199426;HIGH_RISK_SCORE;BJ
80395612;APODERADO_SI_NO;N
81199426;EJECUTIVO_VENTA;
80395612;WATCH_LIST_CODE;
81199426;KYC_CUSTOMER;S
81199426;MANAGER_ASSISTANT;34
81199426;PUBLIC_FIGURE;N
81199426;RETIROS_MENSUALES;
81199426;RISK_TYPE;PN1
81199426;TIER_CADD;
81199426;WATCH_LIST_CODE;
81365954;CUSTOMER_OFFICE;182
81365954;MANAGER_ASSISTANT;29
81365954;PUBLIC_FIGURE;N
81365954;RISK_TYPE;PN1
81383626;CUSTOMER_OFFICE;192
81383626;HIGH_RISK_SCORE;BJ
81383626;KYC_CUSTOMER;S
81383626;MANAGER_ASSISTANT;21
81383626;PUBLIC_FIGURE;N
81383626;RISK_TYPE;PN1
81371016;CUSTOMER_OFFICE;192
81371016;DEPOSITOS_MENSUALES;
81371016;EJECUTIVO_VENTA;20
81371016;HIGH_RISK_SCORE;BJ
81371016;KYC_CUSTOMER;S
81371016;LOGIN COBIS;
81371016;MANAGER_ASSISTANT;21
81371016;PUBLIC_FIGURE;N
81371016;RETIROS_MENSUALES;
81371016;RISK_TYPE;PN1
81371016;TIER_CADD;
81371016;WATCH_LIST_CODE;
81483728;CUSTOMER_OFFICE;178
81483728;DEPOSITOS_MENSUALES;
81483728;EJECUTIVO_VENTA;15
81483728;HIGH_RISK_SCORE;BJ
81483728;LOGIN COBIS;
81483728;MANAGER_ASSISTANT;30
81483728;PUBLIC_FIGURE;N
81483728;RETIROS_MENSUALES;
81483728;RISK_TYPE;PN1
81483728;TIER_CADD;
81483728;WATCH_LIST_CODE;
81583366;CUSTOMER_OFFICE;192
81583366;EJECUTIVO_VENTA;52
81583366;HIGH_RISK_SCORE;BJ
81583366;KYC_CUSTOMER;S
81583366;MANAGER_ASSISTANT;21
81583366;PUBLIC_FIGURE;N
81583366;RISK_TYPE;PN1
81620393;CUSTOMER_OFFICE;174
81620393;MANAGER_ASSISTANT;34
81620393;PUBLIC_FIGURE;N
81620393;RISK_TYPE;PN1
82144820;CUSTOMER_OFFICE;192
82144820;EJECUTIVO_VENTA;53
82144820;HIGH_RISK_SCORE;BJ
82144820;KYC_CUSTOMER;S
82144820;MANAGER_ASSISTANT;21
82144820;PUBLIC_FIGURE;N
81157618;LOGIN COBIS;
81199426;LOGIN COBIS;
81199426;RIESGO_COLABORADOR;
81199426;RESP_AGENTE_EXTR;N
82144820;RISK_TYPE;PN1
82569332;CUSTOMER_OFFICE;238
82569332;MANAGER_ASSISTANT;32
82569332;PUBLIC_FIGURE;N
82569332;RISK_TYPE;PN1
78566710;CUSTOMER_OFFICE;174
78566710;DEPOSITOS_MENSUALES;
78566710;EJECUTIVO_VENTA;0
78566710;HIGH_RISK_SCORE;BJ
78566710;KYC_CUSTOMER;S
78566710;LOGIN COBIS;
78566710;MANAGER_ASSISTANT;31
78566710;PUBLIC_FIGURE;N
78566710;RETIROS_MENSUALES;
78566710;RISK_TYPE;PN1
78566710;TIER_CADD;
78566710;WATCH_LIST_CODE;
78717432;APODERADO_SI_NO;N
78717432;CUSTOMER_OFFICE;180
78717432;DEPOSITOS_MENSUALES;
78717432;EJECUTIVO_VENTA;134
78717432;HIGH_RISK_SCORE;BJ
78717432;KYC_CUSTOMER;S
78717432;LOGIN COBIS;
78717432;MANAGER_ASSISTANT;37
78717432;PUBLIC_FIGURE;N
78717432;RESP_AGENTE_EXTR;N
78717432;RETIROS_MENSUALES;
78717432;RIESGO_COLABORADOR;
78717432;RISK_TYPE;PN1
78717432;TIER_CADD;
78717432;WATCH_LIST_CODE;
78875763;CUSTOMER_OFFICE;174
78875763;DEPOSITOS_MENSUALES;
78875763;EJECUTIVO_VENTA;18
78875763;HIGH_RISK_SCORE;BJ
78875763;KYC_CUSTOMER;S
78875763;LOGIN COBIS;
78875763;MANAGER_ASSISTANT;34
78875763;PUBLIC_FIGURE;N
78875763;RETIROS_MENSUALES;
78875763;RISK_TYPE;PN1
78875763;TIER_CADD;
78875763;WATCH_LIST_CODE;
79035467;CUSTOMER_OFFICE;178
79035467;MANAGER_ASSISTANT;30
79035467;PUBLIC_FIGURE;N
79035467;RISK_TYPE;PN1
79091626;CUSTOMER_OFFICE;172
79091626;EJECUTIVO_VENTA;56
79091626;HIGH_RISK_SCORE;BJ
79091626;KYC_CUSTOMER;S
79091626;MANAGER_ASSISTANT;35
79091626;PUBLIC_FIGURE;N
79091626;RISK_TYPE;PN1
79160067;CUSTOMER_OFFICE;192
79160067;MANAGER_ASSISTANT;21
79160067;PUBLIC_FIGURE;N
79872725;RETIROS_MENSUALES;
79872725;LOGIN COBIS;
79980536;KYC_CUSTOMER;
79160067;RISK_TYPE;PN1
79365947;CUSTOMER_OFFICE;172
79365947;EJECUTIVO_VENTA;56
79365947;HIGH_RISK_SCORE;BJ
79365947;KYC_CUSTOMER;S
79365947;MANAGER_ASSISTANT;35
79365947;PUBLIC_FIGURE;N
79365947;RISK_TYPE;PN1
79393401;CUSTOMER_OFFICE;186
79393401;MANAGER_ASSISTANT;33
79393401;PUBLIC_FIGURE;N
79393401;RISK_TYPE;PN1
79489662;CUSTOMER_OFFICE;174
79489662;MANAGER_ASSISTANT;34
79489662;PUBLIC_FIGURE;N
79489662;RISK_TYPE;PN1
79502944;CUSTOMER_OFFICE;178
79502944;MANAGER_ASSISTANT;30
79502944;PUBLIC_FIGURE;N
79502944;RISK_TYPE;PN1
79516325;CUSTOMER_OFFICE;180
79516325;HIGH_RISK_SCORE;BJ
79516325;KYC_CUSTOMER;S
79516325;MANAGER_ASSISTANT;37
79516325;PUBLIC_FIGURE;N
79516325;RISK_TYPE;PN1
79633372;CUSTOMER_OFFICE;180
79633372;MANAGER_ASSISTANT;37
79633372;PUBLIC_FIGURE;N
79633372;RISK_TYPE;PN1
79800937;CUSTOMER_OFFICE;284
79800937;DEPOSITOS_MENSUALES;
79800937;EJECUTIVO_VENTA;82
79800937;HIGH_RISK_SCORE;BJ
79800937;KYC_CUSTOMER;S
79800937;LOGIN COBIS;
79800937;MANAGER_ASSISTANT;29
79800937;PUBLIC_FIGURE;N
79800937;RETIROS_MENSUALES;
79800937;RISK_TYPE;PN1
79800937;TIER_CADD;
79800937;WATCH_LIST_CODE;
80044895;CUSTOMER_OFFICE;174
80044895;EJECUTIVO_VENTA;18
80044895;HIGH_RISK_SCORE;BJ
80044895;KYC_CUSTOMER;S
80044895;MANAGER_ASSISTANT;34
80044895;PUBLIC_FIGURE;N
80044895;RISK_TYPE;PN3
80076584;CUSTOMER_OFFICE;182
80076584;EJECUTIVO_VENTA;31
80076584;HIGH_RISK_SCORE;BJ
80076584;KYC_CUSTOMER;S
80076584;MANAGER_ASSISTANT;29
80076584;PUBLIC_FIGURE;N
80076584;RISK_TYPE;PN3
80378866;CUSTOMER_OFFICE;238
79872725;EJECUTIVO_VENTA;
79872725;KYC_CUSTOMER;S
79872725;RIESGO_COLABORADOR;
80378866;MANAGER_ASSISTANT;32
80378866;PUBLIC_FIGURE;N
80378866;RISK_TYPE;PN1
80696540;CUSTOMER_OFFICE;174
80696540;DEPOSITOS_MENSUALES;
80696540;HIGH_RISK_SCORE;AL
80696540;LOGIN COBIS;
80696540;MANAGER_ASSISTANT;34
80696540;PUBLIC_FIGURE;S
80696540;RETIROS_MENSUALES;
80696540;RISK_TYPE;PEP
80696540;TIER_CADD;
80696540;WATCH_LIST_CODE;
80857551;CUSTOMER_OFFICE;174
80857551;EJECUTIVO_VENTA;47
80857551;HIGH_RISK_SCORE;BJ
80857551;MANAGER_ASSISTANT;34
80857551;PUBLIC_FIGURE;N
80857551;RISK_TYPE;PN3
80856245;CUSTOMER_OFFICE;182
80856245;EJECUTIVO_VENTA;49
80856245;HIGH_RISK_SCORE;BJ
80856245;KYC_CUSTOMER;S
80856245;MANAGER_ASSISTANT;29
80856245;PUBLIC_FIGURE;N
80856245;RISK_TYPE;PN1
81081913;CUSTOMER_OFFICE;174
81081913;MANAGER_ASSISTANT;34
81081913;PUBLIC_FIGURE;N
81081913;RISK_TYPE;PN1
81362688;CUSTOMER_OFFICE;174
81362688;EJECUTIVO_VENTA;305
81362688;HIGH_RISK_SCORE;BJ
81362688;KYC_CUSTOMER;S
81362688;MANAGER_ASSISTANT;34
81362688;PUBLIC_FIGURE;N
81362688;RISK_TYPE;PN1
81383723;CUSTOMER_OFFICE;184
81383723;MANAGER_ASSISTANT;41
81383723;PUBLIC_FIGURE;N
81383723;RISK_TYPE;PN1
81857563;CUSTOMER_OFFICE;180
81857563;EJECUTIVO_VENTA;63
81857563;HIGH_RISK_SCORE;BJ
81857563;KYC_CUSTOMER;S
81857563;MANAGER_ASSISTANT;37
81857563;PUBLIC_FIGURE;N
81857563;RISK_TYPE;PN1
82066462;CUSTOMER_OFFICE;180
82066462;DEPOSITOS_MENSUALES;
82066462;EJECUTIVO_VENTA;23
82066462;HIGH_RISK_SCORE;BJ
82066462;KYC_CUSTOMER;S
82066462;LOGIN COBIS;
82066462;MANAGER_ASSISTANT;37
82066462;PUBLIC_FIGURE;N
82265856;WATCH_LIST_CODE;
79872725;RESP_AGENTE_EXTR;N
79980536;RIESGO_COLABORADOR;
82066462;RETIROS_MENSUALES;
82066462;RISK_TYPE;PN3
82066462;TIER_CADD;
82066462;WATCH_LIST_CODE;
82183361;CUSTOMER_OFFICE;238
82183361;MANAGER_ASSISTANT;32
82183361;PUBLIC_FIGURE;N
82183361;RISK_TYPE;PN1
82237437;CUSTOMER_OFFICE;178
82237437;EJECUTIVO_VENTA;15
82237437;HIGH_RISK_SCORE;BJ
82237437;MANAGER_ASSISTANT;30
82237437;PUBLIC_FIGURE;N
82237437;RISK_TYPE;PN1
82265856;CUSTOMER_OFFICE;172
82265856;EJECUTIVO_VENTA;286
82265856;HIGH_RISK_SCORE;BJ
82265856;KYC_CUSTOMER;S
82265856;MANAGER_ASSISTANT;35
82265856;PUBLIC_FIGURE;N
82265856;RISK_TYPE;PN1
82365974;CUSTOMER_OFFICE;174
82365974;MANAGER_ASSISTANT;34
82365974;PUBLIC_FIGURE;N
82365974;RISK_TYPE;PN1
82433147;CUSTOMER_OFFICE;238
82433147;HIGH_RISK_SCORE;BJ
82433147;MANAGER_ASSISTANT;32
82433147;PUBLIC_FIGURE;N
82433147;RISK_TYPE;PN1
82436383;CUSTOMER_OFFICE;174
82436383;EJECUTIVO_VENTA;18
82436383;HIGH_RISK_SCORE;BJ
82436383;KYC_CUSTOMER;S
82436383;MANAGER_ASSISTANT;34
82436383;PUBLIC_FIGURE;N
82436383;RISK_TYPE;PN1
82640550;CUSTOMER_OFFICE;174
82640550;EJECUTIVO_VENTA;18
82640550;HIGH_RISK_SCORE;BJ
82640550;KYC_CUSTOMER;S
82640550;MANAGER_ASSISTANT;34
82640550;PUBLIC_FIGURE;N
82640550;RISK_TYPE;PN1
78531800;CUSTOMER_OFFICE;172
78531800;MANAGER_ASSISTANT;35
78531800;PUBLIC_FIGURE;N
78531800;RIESGO_COLABORADOR;N/A
78531800;RISK_TYPE;PN1
78626879;CUSTOMER_OFFICE;174
78626879;DEPOSITOS_MENSUALES;
78626879;EJECUTIVO_VENTA;21
78626879;HIGH_RISK_SCORE;BJ
78626879;KYC_CUSTOMER;S
78626879;LOGIN COBIS;
78626879;MANAGER_ASSISTANT;34
79872725;APODERADO_SI_NO;N
79980536;RESP_AGENTE_EXTR;N
78626879;PUBLIC_FIGURE;N
78626879;RETIROS_MENSUALES;
78626879;RISK_TYPE;PN3
78626879;TIER_CADD;
78626879;WATCH_LIST_CODE;
78660481;CUSTOMER_OFFICE;180
78660481;DEPOSITOS_MENSUALES;
78660481;EJECUTIVO_VENTA;23
78660481;HIGH_RISK_SCORE;BJ
78660481;KYC_CUSTOMER;S
78660481;LOGIN COBIS;
78660481;MANAGER_ASSISTANT;37
78660481;PUBLIC_FIGURE;N
78660481;RETIROS_MENSUALES;
78660481;RISK_TYPE;PN1
78660481;TIER_CADD;
78660481;WATCH_LIST_CODE;
78676086;CUSTOMER_OFFICE;174
78676086;MANAGER_ASSISTANT;34
78676086;PUBLIC_FIGURE;N
78676086;RISK_TYPE;PN1
78725583;CUSTOMER_OFFICE;172
78725583;MANAGER_ASSISTANT;35
78725583;PUBLIC_FIGURE;N
78725583;RISK_TYPE;PN1
78861843;CUSTOMER_OFFICE;178
78861843;MANAGER_ASSISTANT;30
78861843;PUBLIC_FIGURE;N
78861843;RISK_TYPE;PN1
79022047;CUSTOMER_OFFICE;172
79022047;HIGH_RISK_SCORE;BJ
79022047;KYC_CUSTOMER;S
79022047;MANAGER_ASSISTANT;35
79022047;PUBLIC_FIGURE;N
79022047;RISK_TYPE;PN1
79049557;CUSTOMER_OFFICE;178
79049557;MANAGER_ASSISTANT;30
79049557;PUBLIC_FIGURE;N
79049557;RISK_TYPE;PN1
79136417;CUSTOMER_OFFICE;174
79136417;MANAGER_ASSISTANT;34
79136417;PUBLIC_FIGURE;N
79136417;RISK_TYPE;PN1
79155764;CUSTOMER_OFFICE;238
79155764;MANAGER_ASSISTANT;32
79155764;PUBLIC_FIGURE;N
79155764;RISK_TYPE;PN1
79201766;CUSTOMER_OFFICE;172
79201766;HIGH_RISK_SCORE;BJ
79201766;KYC_CUSTOMER;S
79201766;MANAGER_ASSISTANT;35
79201766;PUBLIC_FIGURE;N
79201766;RISK_TYPE;PN1
79231746;CUSTOMER_OFFICE;174
79231746;HIGH_RISK_SCORE;BJ
79231746;MANAGER_ASSISTANT;34
79231746;PUBLIC_FIGURE;N
79231746;RISK_TYPE;PN3
79270970;CUSTOMER_OFFICE;174
79270970;MANAGER_ASSISTANT;34
79270970;PUBLIC_FIGURE;N
79270970;RISK_TYPE;PN1
79270962;CUSTOMER_OFFICE;174
79270962;MANAGER_ASSISTANT;34
79270962;PUBLIC_FIGURE;N
79270962;RISK_TYPE;PN1
79397865;CUSTOMER_OFFICE;284
79397865;DEPOSITOS_MENSUALES;
79397865;EJECUTIVO_VENTA;82
79397865;HIGH_RISK_SCORE;BJ
79397865;KYC_CUSTOMER;S
79397865;LOGIN COBIS;
79397865;MANAGER_ASSISTANT;25
79397865;PUBLIC_FIGURE;N
79397865;RETIROS_MENSUALES;
79397865;RISK_TYPE;PN3
79397865;TIER_CADD;
